"Certification ID","Organisation Name","Date Authorised","Status","Reason for status change","Status effective from date","Measures offered"
"STRI14292","Manchester Independent Surveying Agency","11/11/2016","Authorised","initial authorisation","11/11/2016","Cavity wall insulation"
"STRI14259","Clique Energy Ltd","25/10/2016","Authorised","initial authorisation","10/11/2016","Fan-assisted replacement storage heaters"
"OCEI22516","Upgrade and Save Limited","10/11/2016","Authorised","initial authorisation","10/11/2016","Fan-assisted replacement storage heaters,Gas-fired condensing boilers,Hot water controls (including timers and temperature control),Oil-fired condensing boilers"
"STRI14310","Ridge Retail t/a Warm and Secure","08/11/2016","Authorised","initial authorisation","10/11/2016","Fan-assisted replacement storage heaters"
"STRI14114","EEW Limited t/a Buildray","08/11/2016","Authorised","initial authorisation","08/11/2016","Duct insulation,External wall insulation systems"
"STRI14184","Shemf Ltd","04/11/2016","Authorised","initial authorisation","04/11/2016","Cavity wall insulation,Fan-assisted replacement storage heaters,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Room in roof insulation"
"STRI14037","Conymar Eco Group","04/11/2016","Authorised","initial authorisation","04/11/2016","Duct insulation"
"BBAI9225","Thames Valley Insulation Ltd","14/10/2016","Authorised","re-authorised","04/11/2016","Cavity wall insulation"
"BBAI9233","SHemf Ltd","01/11/2016","Authorised","re-authorised","04/11/2016","Cavity wall insulation"
"BBAI9172","Edinhome","06/11/2015","Authorised","re-authorised","04/11/2016","External wall insulation systems"
"OCEI22116","Green Leads UK Ltd","04/11/2016","Suspended","non-compliance","06/03/2017","Fan-assisted replacement storage heaters,Gas-fired condensing boilers,Hot water controls (including timers and temperature control),Oil-fired condensing boilers"
"OCEI22216","ESI Scotland Limited","01/11/2016","Authorised","re-authorised","19/04/2017","Fan-assisted replacement storage heaters,Internal wall insulation (of external walls) systems,Lighting systems, fittings and controls (including rooflights, lamps and luminaires)"
"STRI14196","DHL (Energy Services) Ltd","19/10/2016","Authorised","initial authorisation","28/10/2016","Cavity wall insulation,Draught proofing,Fan-assisted replacement storage heaters,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Oil-fired condensing boilers,Roof insulation,Room in roof insulation,Under-floor insulation"
"STRI14095","R A Power","21/10/2016","Authorised","initial authorisation","28/10/2016","Loft or rafter insulation (including loft hatch insulation),Room in roof insulation"
"OCEI22316","Eco-Tek Scotland Limited","27/10/2016","Suspended","non-compliance","06/03/2017","Fan-assisted replacement storage heaters,Hot water controls (including timers and temperature control),Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Oil-fired condensing boilers,Room in roof insulation"
"BBAI9216","B-Eco-Smart Ltd","03/10/2016","Authorised","re-authorised","25/10/2016","Cavity wall insulation"
"NAPI 28064","Malones Electricals Group Limited","21/10/2016","Authorised","initial authorisation","21/10/2016","Fan-assisted replacement storage heaters"
"NICI01387","Install Install Ltd","14/10/2016","Authorised","initial authorisation","14/10/2016","Cylinder thermostats,Fan-assisted replacement storage heaters,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Oil-fired condensing boilers,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"STRI13980","Green Pace Ltd","13/10/2016","Authorised","initial authorisation","13/10/2016","Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system)"
"BFCI0662","Green Centric Ltd","24/06/2016","Authorised","re-authorised","13/10/2016","Loft or rafter insulation (including loft hatch insulation),Roof insulation"
"OCEI21916","Aberla Services Ltd","12/10/2016","Authorised","initial authorisation","12/10/2016","Fan-assisted replacement storage heaters,Gas-fired condensing boilers,Hot water controls (including timers and temperature control),Loft or rafter insulation (including loft hatch insulation),Oil-fired condensing boilers"
"OCEI22016","Golden Globe Merchants Limited","10/10/2016","Authorised","re-authorised","14/03/2017","Fan-assisted replacement storage heaters,Oil-fired condensing boilers"
"NAPI27900","Westville Limited","24/08/2016","Authorised","initial authorisation","04/10/2016","Cavity wall insulation,Draught proofing,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Roof insulation,Room in roof insulation"
"NICI01386","Cooks Plumbing & Heating Ltd T/A Cooks Energy","04/10/2016","Authorised","initial authorisation","04/10/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Oil-fired condensing boilers,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"APHI46815","AD Gas Services","29/09/2016","Authorised","initial authorisation","03/10/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control)"
"NAPI 27892","Richard Irvin & Sons Limited t/a Richard Irvin Energy Solutions","30/09/2016","Authorised","initial authorisation","30/09/2016","External wall insulation systems"
"NICI01385","The Warmer Group Ltd","30/09/2016","Authorised","initial authorisation","30/09/2016","Cavity wall insulation,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Roof insulation,Room in roof insulation"
"NICI01384","DB Insulations","30/09/2016","Authorised","initial authorisation","30/09/2016","Loft or rafter insulation (including loft hatch insulation)"
"STRI14080","Devon & Cornwall Cavity Clearance","29/09/2016","Authorised","initial authorisation","17/02/2017","Duct insulation,External wall insulation systems,Lighting systems, fittings and controls (including rooflights, lamps and luminaires),Roof insulation"
"APHI46714","Guardian Plumbing & Heating Ltd","22/12/2015","Withdrawn","non-renewal of membership","24/03/2017","Cylinder thermostats,Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Hot water systems (efficient),Pipe-work insulation,Air source heat pumps"
"APHI03000","Bumford Heating Ltd","08/04/2016","Withdrawn","non-renewal of membership","24/03/2017","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Hot water systems (efficient),Pipe-work insulation"
"BBAI9165","One Stop Facilities Ltd","13/09/2016","Authorised","re-authorised","22/09/2016","Cavity wall insulation"
"OFCI101001","Union Technical Services","20/09/2016","Authorised","initial authorisation","21/09/2016","Cylinder thermostats,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Oil-fired condensing boilers"
"OFCI101033","ESI Scotland Ltd","19/09/2016","Authorised","initial authorisation","21/09/2016","Oil-fired condensing boilers,MCS Certificated?"
"BFCI0663","Warmfill","21/09/2016","Authorised","initial authorisation","21/09/2016","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"OCEI21716","Eco Efficient","16/09/2016","Suspended","non-compliance","06/03/2017","Gas-fired condensing boilers,Hot water controls (including timers and temperature control),Oil-fired condensing boilers"
"STRI14059","Synergy Gas Services Limited","16/09/2016","Authorised","initial authorisation","16/09/2016","Gas-fired condensing boilers"
"STRI14104","Thermal Homes Limited","16/09/2016","Authorised","initial authorisation","16/09/2016","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BENI00310","Safe-D Heating and Plumbing Solutions Ltd","08/08/2014","Authorised","re-authorised","15/09/2016","Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Heating ventilation and air-conditioning controls (including zoning controls),Hot water controls (including timers and temperature control),Oil-fired condensing boilers"
"NAPI24038","Ames Air Conditioning Ltd","14/09/2016","Authorised","initial authorisation","14/09/2016","Air source heat pumps,MCS Certificated?"
"NAPI12976","Valley Heating Services Ltd","24/08/2016","Authorised","re-authorised","23/02/2017","Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?"
"STRI14036","Home Insulation Grants Limited","09/09/2016","Authorised","initial authorisation","09/09/2016","Loft or rafter insulation (including loft hatch insulation)"
"BBAI9198","INE Group Limited","08/09/2016","Authorised","re-authorised","09/09/2016","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"NICI01383","IQA Operations Group","09/09/2016","Authorised","initial authorisation","09/09/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NAPI28018","Energy Saviour Ltd","09/09/2016","Authorised","initial authorisation","09/09/2016","Fan-assisted replacement storage heaters"
"OFCI100996","Han Green Solutions Ltd","07/09/2016","Authorised","initial authorisation","09/09/2016","Oil-fired condensing boilers"
